"X","allow_pets","built_year","condition","deposit","number_of_rooms","postal_code","rent","renter","total_size","type"
"707","ei tiedossa","1987","ei luokiteltu","500 euroa","3 huonetta","00420","1 113 €/kk","Stadin asunnot / Helsingin kaupunki","78,5 m²","kerrostalo"
"712","ei sallittu","1966","hyvä","kahden kuukauden vuokra","Yksiö","00940","445 €/kk","Kenneth","11 m²","kerrostalo"
"718","ei tiedossa","2015","hyvä","968.00","Kaksio","00990","968 €/kk","Helsingin OPKK, Malmi","39,5 m²","kerrostalo"
"719","ei tiedossa","2015","hyvä","884.00","Yksiö","00990","884 €/kk","Helsingin OPKK, Malmi","46,5 m²","kerrostalo"
"720","ei tiedossa","2015","hyvä","880.00","Yksiö","00990","880 €/kk","Helsingin OPKK, Malmi","44 m²","kerrostalo"
"721","ei tiedossa","2015","hyvä","1017.00","Yksiö","00990","1 017 €/kk","Helsingin OPKK, Malmi","53,5 m²","kerrostalo"
"725","ei tiedossa","2015","hyvä","3500.00","4 huonetta","00520","1 750 €/kk","Vuokraturva Oy LKV [A]","96,5 m²","kerrostalo"
"728","ei sallittu","2017","hyvä","2 kk vuokraa vastaava vakuus","Kaksio","01300","830 €/kk","Keva","40,5 m²","kerrostalo"
"736","ei sallittu","1974","hyvä","250 €","4 huonetta","00750","1 499 €/kk","Lumo-kotikeskus PKS","92 m²","kerrostalo"
"738","ei sallittu","2016","ei luokiteltu","350.00","Kaksio","01600","928 €/kk","Newsec Asset Management  Oy","52 m²","kerrostalo"
"739","ei sallittu","2015","ei luokiteltu","836.00","Kaksio","02320","836 €/kk","Newsec Asset Management  Oy","44 m²","kerrostalo"
"741","ei sallittu","2017","hyvä","2 kk vuokra","Yksiö","00210","885 €/kk","Marianne Aarrejoki","25,5 m²","kerrostalo"
"743","ei tiedossa","1956","hyvä","2380.00","3 huonetta","00200","1 190 €/kk","Vuokraturva Oy LKV [A]","63 m²","kerrostalo"
"744","ei tiedossa","2004","hyvä","1680.00","Kaksio","02200","840 €/kk","Vuokraturva Oy LKV [A]","44 m²","kerrostalo"
"752","ei sallittu","1928","hyvä","1800 €","Yksiö","00510","900 €/kk","RE/MAX Visio | Kiinteistönvälitys Visio LKV","41 m²","kerrostalo"
"755","ei sallittu","1974","hyvä","250 €","Kaksio","00750","1 032 €/kk","Lumo-kotikeskus PKS","58,5 m²","kerrostalo"
"756","ei sallittu","1980","hyvä","250 €","3 huonetta","00750","1 168 €/kk","Lumo-kotikeskus PKS","81 m²","kerrostalo"
"766","ei sallittu","1959","hyvä","1240€","Yksiö","01300","620 €/kk","Väinö Romppanen","26 m²","kerrostalo"
"773","ei sallittu","1970","hyvä","250 €","Kaksio","01350","767 €/kk","Lumo-kotikeskus PKS","48 m²","kerrostalo"
"774","ei sallittu","1979","hyvä","250 €","Kaksio","01370","792 €/kk","Lumo-kotikeskus PKS","60 m²","kerrostalo"
"775","ei sallittu","1988","hyvä","250 €","3 huonetta","00700","1 230 €/kk","Lumo-kotikeskus PKS","74 m²","kerrostalo"
"776","ei sallittu","1975","hyvä","250 €","Kaksio","01280","886 €/kk","Lumo-kotikeskus PKS","59,5 m²","kerrostalo"
"777","ei sallittu","1988","hyvä","250 €","Kaksio","00700","907 €/kk","Lumo-kotikeskus PKS","39,5 m²","kerrostalo"
"778","ei sallittu","1970","hyvä","250 €","Kaksio","01350","863 €/kk","Lumo-kotikeskus PKS","58 m²","kerrostalo"
"790","ei sallittu","1972","hyvä","250 €","Kaksio","01200","852 €/kk","Lumo-kotikeskus PKS","60 m²","kerrostalo"
"791","ei sallittu","2003","hyvä","250 €","3 huonetta","02230","1 204 €/kk","Lumo-kotikeskus PKS","66,5 m²","kerrostalo"
"792","ei sallittu","1972","hyvä","250 €","Kaksio","01620","847 €/kk","Lumo-kotikeskus PKS","57,5 m²","kerrostalo"
"793","ei sallittu","1996","hyvä","250 €","4 huonetta","01370","1 344 €/kk","Lumo-kotikeskus PKS","90 m²","kerrostalo"
"795","ei sallittu","1970","hyvä","250 €","3 huonetta","01350","1 039 €/kk","Lumo-kotikeskus PKS","75 m²","kerrostalo"
"796","ei sallittu","1998","hyvä","250 €","Kaksio","01640","900 €/kk","Lumo-kotikeskus PKS","55 m²","kerrostalo"
"797","ei sallittu","1971","hyvä","250 €","3 huonetta","01200","1 064 €/kk","Lumo-kotikeskus PKS","79 m²","kerrostalo"
"798","ei sallittu","1972","hyvä","250 €","Kaksio","01620","798 €/kk","Lumo-kotikeskus PKS","46 m²","kerrostalo"
"799","ei sallittu","2000","hyvä","250 €","Kaksio","01610","985 €/kk","Lumo-kotikeskus PKS","54 m²","kerrostalo"
"809","ei sallittu","2015","hyvä","1890 euroa","Kaksio","00940","945 €/kk","Kari Luoto","53 m²","kerrostalo"
"810","ei tiedossa","1989","hyvä","2580.00","Kaksio","00180","1 290 €/kk","Vuokraturva Oy LKV [A]","57 m²","kerrostalo"
"819","ei sallittu","1979","hyvä","1420.00","Kaksio","01450","830 €/kk","SATO Vuokraus / Helsinki","59,5 m²","kerrostalo"
"825","ei sallittu","2011","hyvä","250 €","3 huonetta","01530","1 121 €/kk","Lumo-kotikeskus PKS","66,5 m²","kerrostalo"
"826","ei sallittu","1972","hyvä","250 €","Kaksio","01200","791 €/kk","Lumo-kotikeskus PKS","54 m²","kerrostalo"
"827","ei sallittu","1972","hyvä","250 €","Kaksio","01360","969 €/kk","Lumo-kotikeskus PKS","61,5 m²","kerrostalo"
"833","ei sallittu","1971","hyvä","1140","Kaksio","01200","769,87 €/kk","SATO Vuokraus / Helsinki","57,5 m²","kerrostalo"
"834","ei sallittu","2015","ei luokiteltu","350.00","Yksiö","01710","734 €/kk","Newsec Asset Management  Oy","36,5 m²","kerrostalo"
"841","ei tiedossa","1989","hyvä","1390.00","Yksiö","02320","695 €/kk","Vuokraturva Oy LKV [A]","36 m²","kerrostalo"
"845","ei sallittu","2011","hyvä","535,00","Kaksio","00500","1 020 €/kk","Kiinteistötahkola Helsinki","48 m²","kerrostalo"
"855","ei sallittu","1972","hyvä","250 €","5 +","02700","2 105 €/kk","Lumo-kotikeskus PKS","111 m²","kerrostalo"
"893","ei sallittu","1985","hyvä","1380.00","Yksiö","02160","690 €/kk","Asuntoleijonat Oy LKV","31,5 m²","kerrostalo"
"908","ei sallittu","2016","hyvä","1kk","3 huonetta","01710","1 044 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","68 m²","kerrostalo"
"909","ei sallittu","2015","hyvä","1kk","Kaksio","02230","890 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","47,5 m²","kerrostalo"
"910","ei sallittu","2014","hyvä","1kk","3 huonetta","01600","1 073 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","61 m²","kerrostalo"
"921","ei sallittu","1965","ei luokiteltu","vuokravakuus on yhden kuukauden vuokraa vastaava s","4 huonetta","00170","1 831 €/kk","Kruunuasunnot Oy","95,5 m²","kerrostalo"
"923","ei sallittu","1937","hyvä","2 kk / 2 months","Yksiö","00500","1 000 €/kk","Jussi Järvinen","21,5 m²","kerrostalo"
"924","ei sallittu","1937","hyvä","2 kk / 2 months","Yksiö","00500","1 000 €/kk","Jussi Järvinen","21,5 m²","kerrostalo"
"925","ei sallittu","1928","hyvä","2 kk / 2 months","Yksiö","00500","1 150 €/kk","Jussi Järvinen","21,5 m²","kerrostalo"
"926","ei sallittu","1928","hyvä","2 kk / 2 months","Yksiö","00500","1 150 €/kk","Jussi Järvinen","21,5 m²","kerrostalo"
"927","ei tiedossa","1989","ei luokiteltu","500 euroa","Kaksio","00250","839 €/kk","Stadin asunnot / Helsingin kaupunki","37 m²","kerrostalo"
"930","ei tiedossa","1959","hyvä","1840.00","Kaksio","00400","920 €/kk","Vuokraturva Oy LKV [A]","52,5 m²","kerrostalo"
"931","ei sallittu","1923","hyvä","1780 €","Yksiö","00150","890 €/kk","Kahdeksas päivä Oy, Helsinki-Etelä","36 m²","kerrostalo"
"932","ei sallittu","1969","hyvä","1780 €","Kaksio","02230","892 €/kk","SATO Vuokraus / Helsinki","45 m²","kerrostalo"
"933","ei sallittu","1973","hyvä","1780 €","3 huonetta","01200","1 089 €/kk","SATO Vuokraus / Helsinki","79,5 m²","kerrostalo"
"942","ei sallittu","2016","hyvä","1kk","Yksiö","02780","697 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","28 m²","kerrostalo"
"943","ei sallittu","2016","hyvä","1kk","Yksiö","02940","685 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","28 m²","kerrostalo"
"944","ei tiedossa","1935","hyvä","2700.00","Kaksio","00150","1 350 €/kk","Vuokraturva Oy LKV [A]","65 m²","kerrostalo"
"957","ei sallittu","1973","hyvä","1300","3 huonetta","00640","1 200 €/kk","SATO Vuokraus / Helsinki","73,5 m²","kerrostalo"
"958","ei sallittu","1952","hyvä","1300","Kaksio","00500","1 184 €/kk","SATO Vuokraus / Helsinki","59,5 m²","kerrostalo"
"960","ei tiedossa","2009","hyvä","4400 ","3 huonetta","00380","2 200 €/kk","Kiinteistömaailma | Hki-Länsi, Munkkiniemi, Amuletti Asunnot Oy","148 m²","kerrostalo"
"961","ei sallittu","1979","hyvä","4400 ","Kaksio","01450","820 €/kk","SATO Vuokraus / Helsinki","56 m²","kerrostalo"
"962","ei sallittu","2000","hyvä","4400 ","Kaksio","01360","930 €/kk","SATO Vuokraus / Helsinki","48 m²","kerrostalo"
"963","ei sallittu","2018","hyvä","1kk,yrityksille 3kk","Kaksio","01200","850 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","50 m²","kerrostalo"
"964","ei sallittu","2018","hyvä","1kk, yrityksille 3kk","Kaksio","01200","775 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","44 m²","kerrostalo"
"965","ei sallittu","2018","hyvä","1kk, yrityksille 3kk","3 huonetta","01200","950 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","58 m²","kerrostalo"
"966","ei sallittu","2018","hyvä","1kk, yrityksille 3kk","Kaksio","01200","860 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","50 m²","kerrostalo"
"967","ei sallittu","2018","hyvä","1kk, yrityksille 3kk","3 huonetta","01700","1 045 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","65 m²","kerrostalo"
"968","ei sallittu","2018","hyvä","1kk, yrityksille 3kk","3 huonetta","01200","935 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","58 m²","kerrostalo"
"969","ei sallittu","2018","hyvä","1kk, yrityksille 3kk","Yksiö","01700","700 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","32 m²","kerrostalo"
"970","ei sallittu","2018","hyvä","1kk, yrityksille 3kk","3 huonetta","01200","940 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","58 m²","kerrostalo"
"971","ei sallittu","2018","hyvä","1kk, yrityksille 3kk","3 huonetta","01200","945 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","58 m²","kerrostalo"
"972","ei sallittu","2018","hyvä","1kk, yrityksille 3kk","Kaksio","01200","785 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","46,5 m²","kerrostalo"
"973","ei sallittu","2018","hyvä","1kk, yrityksille 3kk","3 huonetta","01200","930 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","58 m²","kerrostalo"
"974","ei sallittu","2018","hyvä","1kk, yrityksille 3kk","3 huonetta","01700","1 055 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","66 m²","kerrostalo"
"975","ei sallittu","2018","hyvä","1kk, yrityksille 3kk","Kaksio","01700","875 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","54,5 m²","kerrostalo"
"976","ei sallittu","2018","hyvä","1kk, yrityksille 3kk","Yksiö","01700","710 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","32 m²","kerrostalo"
"977","ei sallittu","2018","hyvä","1kk, yrityksille 3kk","3 huonetta","01200","920 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","58 m²","kerrostalo"
"990","ei tiedossa","1999","hyvä","2900,00 ","4 huonetta","02760","1 450 €/kk","Asokodit","98,5 m²","rivitalo"
"992","ei tiedossa","2011","hyvä","1595","4 huonetta","02780","1 595 €/kk","Asuntosäätiö","99,5 m²","paritalo"
"1004","ei sallittu","1955","tyydyttävä","1750 €","Kaksio","00640","875 €/kk","RE/MAX Casa Alto | Casa Alto Oy LKV","50 m²","kerrostalo"
"1006","ei sallittu","2017","hyvä","2 kk vuokra","Yksiö","02230","780 €/kk","Marina Uhlenius","33 m²","kerrostalo"
"1009","ei tiedossa","1961","hyvä","1 kk","3 huonetta","02650","1 100 €/kk","Habita Töölö / Etelä-Helsingin Habita Oy","70 m²","kerrostalo"
"1011","ei sallittu","1996","hyvä","250","Kaksio","01370","811 €/kk","Ovenia Oy, Helsinki ( Avara)","48,5 m²","kerrostalo"
"1041","ei sallittu","2014","ei luokiteltu","780.00","Yksiö","00370","780 €/kk","Newsec Asset Management  Oy","34,5 m²","kerrostalo"
"1047","ei tiedossa","1956","hyvä","1780.00","Kaksio","00320","890 €/kk","Vuokraturva Oy LKV [A]","42,5 m²","kerrostalo"
"1052","ei sallittu","1965","hyvä","2 kk.n vuokra","Kaksio","00920","940 €/kk","Monika Urban","52 m²","kerrostalo"
"1057","ei sallittu","1997","hyvä","250","3 huonetta","01600","958 €/kk","Ovenia Oy, Helsinki ( Avara)","73,5 m²","kerrostalo"
"1062","ei sallittu","1959","hyvä","250 €","4 huonetta","00820","1 289 €/kk","Lumo-kotikeskus PKS","79,8 m²","kerrostalo"
"1072","ei sallittu","2013","hyvä","250 €","Kaksio","01520","877 €/kk","Lumo-kotikeskus PKS","46,5 m²","kerrostalo"
"1074","ei sallittu","2010","hyvä","250 €","Yksiö","01350","749 €/kk","Lumo-kotikeskus PKS","34 m²","kerrostalo"
"1075","ei sallittu","1975","hyvä","250 €","Kaksio","00930","977 €/kk","Lumo-kotikeskus PKS","48,5 m²","kerrostalo"
"1089","sallittu","2001","hyvä","1kk/350€","Kaksio","02600","986 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Suuromistajien vuokra-asunnot","48,5 m²","kerrostalo"
"1098","ei sallittu","1994","hyvä","500","Kaksio","00980","969 €/kk","SATO Vuokraus / Helsinki","44,5 m²","kerrostalo"
"1102","ei sallittu","2000","hyvä","250","3 huonetta","01400","967 €/kk","Ovenia Oy, Helsinki ( Avara)","76,5 m²","kerrostalo"
"1103","ei sallittu","2011","hyvä","1490","4 huonetta","00790","1 490 €/kk","Ovenia","86 m²","kerrostalo"
"1107","ei sallittu","2011","hyvä","250 €","Kaksio","00790","811 €/kk","Lumo-kotikeskus PKS","44 m²","kerrostalo"
"1109","ei sallittu","1970","hyvä","250 €","Kaksio","01350","855 €/kk","Lumo-kotikeskus PKS","56 m²","kerrostalo"
"1112","ei sallittu","2010","hyvä","250 €","3 huonetta","01350","1 046 €/kk","Lumo-kotikeskus PKS","62,5 m²","kerrostalo"
"1113","ei sallittu","1959","hyvä","250 €","3 huonetta","00350","1 250 €/kk","SATO Vuokraus / Helsinki","60 m²","kerrostalo"
"1133","ei sallittu","1970","hyvä","2kk:n vuokran suuruinen","Kaksio","02620","740 €/kk","Kiinteistötahkola Helsinki","46,5 m²","kerrostalo"
"1137","ei sallittu","1976","hyvä","1260","Yksiö","01360","630 €/kk","Kalle Jääskeläinen","34 m²","kerrostalo"
"1139","ei sallittu","2014","hyvä","1260","3 huonetta","00560","1 915 €/kk","SATO Vuokraus / Helsinki","74,5 m²","kerrostalo"
"1140","ei sallittu","1997","hyvä","1260","Kaksio","02660","929 €/kk","SATO Vuokraus / Helsinki","56 m²","kerrostalo"
"1141","ei sallittu","2017","hyvä","2080","3 huonetta","01700","1 040 €/kk","Garant Vuokravälitys","59,5 m²","kerrostalo"
"1149","ei sallittu","2012","hyvä","0","Kaksio","00990","1 049 €/kk","Uusi koti Uutelan tuntumasta!","45 m²","kerrostalo"
"1155","ei tiedossa","1971","hyvä","1 kuukauden vuokra.","Yksiö","00530","850 €/kk","Habita Töölö / Etelä-Helsingin Habita Oy","37,5 m²","kerrostalo"
"1156","ei tiedossa","1971","hyvä","3580.00","5 +","00850","1 790 €/kk","Vuokraturva Oy LKV [A]","161 m²","omakotitalo"
"1158","ei sallittu","2015","hyvä","250 €","Yksiö","01370","879 €/kk","Lumo-kotikeskus PKS","43 m²","kerrostalo"
"1159","ei sallittu","1972","hyvä","250 €","Kaksio","01620","966 €/kk","Lumo-kotikeskus PKS","55,5 m²","kerrostalo"
"1161","ei sallittu","1972","hyvä","250 €","3 huonetta","01620","1 055 €/kk","Lumo-kotikeskus PKS","74,5 m²","kerrostalo"
"1162","ei sallittu","2015","hyvä","250 €","Kaksio","01370","927 €/kk","Lumo-kotikeskus PKS","48 m²","kerrostalo"
"1163","ei sallittu","1972","hyvä","250 €","3 huonetta","01620","1 105 €/kk","Lumo-kotikeskus PKS","74,5 m²","kerrostalo"
"1164","ei sallittu","1971","hyvä","250 €","Yksiö","01360","743 €/kk","Lumo-kotikeskus PKS","32 m²","kerrostalo"
"1166","ei sallittu","1936","hyvä","1 kk vuokra","Kaksio","00170","1 065 €/kk","SATO Vuokraus / Helsinki","32 m²","kerrostalo"
"1172","ei sallittu","1939","hyvä","2780","Kaksio","00250","1 390 €/kk","Celine Oy Ab LKV AFM","63 m²","kerrostalo"
"1177","ei tiedossa","1966","hyvä","1500.00","Kaksio","01730","750 €/kk","Vuokraturva Oy LKV [A]","53 m²","kerrostalo"
"1184","ei sallittu","1939","hyvä","1 kk vuokra","Kaksio","00250","920 €/kk","Laura Ratia-Väyrynen","35 m²","kerrostalo"
"1191","ei tiedossa","1992","hyvä","1kk:n vuokra","Kaksio","01600","850 €/kk","Habita Klaukkala / Välitysvarma Oy","44,5 m²","kerrostalo"
"1192","ei tiedossa","1974","hyvä","1kk:n vuokra","Kaksio","01620","800 €/kk","Habita Klaukkala / Välitysvarma Oy","52,5 m²","kerrostalo"
"1194","ei tiedossa","1960","hyvä","1440.00","Yksiö","00320","720 €/kk","Vuokraturva Oy LKV [A]","34 m²","kerrostalo"
"1195","ei tiedossa","1973","hyvä","2160.00","3 huonetta","01620","1 080 €/kk","Vuokraturva Oy LKV [A]","82,5 m²","kerrostalo"
"1212","ei sallittu","1996","hyvä","2 kk vuokraa vastaava summa","Kaksio","00180","1278,35 €/kk","Keva","64,5 m²","kerrostalo"
"1214","ei sallittu","2014","hyvä","2 kk vuokraa vastaava summa","3 huonetta","00220","1537,68 €/kk","Keva","80,5 m²","kerrostalo"
"1223","ei sallittu","1978","hyvä","5000","4 huonetta","00340","2 500 €/kk","Celine Oy Ab LKV AFM","139,5 m²","rivitalo"
"1228","ei tiedossa","1973","ei luokiteltu","500 euroa","3 huonetta","00320","1 284 €/kk","Stadin asunnot / Helsingin kaupunki","80 m²","kerrostalo"
"1230","ei tiedossa","1993","hyvä","2*kk-vuokra","3 huonetta","00180","1 450 €/kk","Stadin asunnot / Helsingin kaupunki","75,5 m²","kerrostalo"
"1234","ei sallittu","1952","hyvä","1,5 kk:n vuokra","3 huonetta","00330","1 250 €/kk","Target-LKV","75 m²","kerrostalo"
"1235","ei sallittu","2017","hyvä","250 €","3 huonetta","00390","1 299 €/kk","Lumo-kotikeskus PKS","70 m²","kerrostalo"
"1257","ei sallittu","2017","hyvä","2 kk:n vuokra","Kaksio","00990","998 €/kk","Kahdeksas Päivä | Olli Koponen Asuntopalvelut LKV","54 m²","kerrostalo"
"1260","ei tiedossa","1994","hyvä","2960.00","3 huonetta","00180","1 480 €/kk","Helsingin OPKK, Malmi","80 m²","kerrostalo"
"1270","ei sallittu","1987","hyvä","2 kk","Yksiö","02650","690 €/kk","Realia Asuntovuokraus Pääkaupunkiseutu, Yksityisomistajien vuokra-asunnot","31 m²","kerrostalo"
"1272","ei sallittu","1911","hyvä","kahden kuukauden vuokra","Yksiö","00500","890 €/kk","Antti ja Jelena Oulasvirta","36 m²","kerrostalo"
"1277","ei sallittu","1929","hyvä","2kk vuokra","Kaksio","00100","1 250 €/kk","Ulla Norri","53,5 m²","kerrostalo"
"1278","ei sallittu","1929","hyvä","1560","Kaksio","00940","780 €/kk","Kahdeksas päivä Oy, Helsinki-Itä","46 m²","kerrostalo"
"1281","ei tiedossa","1938","hyvä","2100.00","Yksiö","00250","1 050 €/kk","Vuokraturva Oy LKV [A]","53 m²","kerrostalo"
"1282","ei sallittu","1926","hyvä","1700","Yksiö","00180","850 €/kk","Kahdeksas päivä Oy, Helsinki-Itä","31,5 m²","kerrostalo"
"1310","ei sallittu","2015","hyvä","250 €","3 huonetta","00950","1 170 €/kk","Lumo-kotikeskus PKS","64,5 m²","kerrostalo"
"1311","ei sallittu","1975","hyvä","250 €","3 huonetta","00930","1 283 €/kk","Lumo-kotikeskus PKS","76 m²","kerrostalo"
"1313","ei sallittu","2000","hyvä","250 €","3 huonetta","00950","1 109 €/kk","Lumo-kotikeskus PKS","65 m²","kerrostalo"
"1314","ei sallittu","1989","hyvä","250 €","3 huonetta","00940","1 005 €/kk","Lumo-kotikeskus PKS","74 m²","kerrostalo"
"1320","ei tiedossa","2007","hyvä","500","Kaksio","00180","1 285 €/kk","Realia Asuntovuokraus (co. Keskinäinen Eläkevakuutusyhtiö Ilmarinen)","59 m²","kerrostalo"
